2024-10-30 19:45:47,571 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Fault, Data: {'pressure': 905.17}
2024-11-03 18:18:07,398 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 660.25}
2024-11-03 18:18:12,408 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 447.0}
2024-11-03 18:18:17,425 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 780.25}
2024-11-03 18:18:22,444 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 965.62}
2024-11-03 18:18:27,460 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 806.18}
2024-11-03 18:18:32,471 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 5.09}
2024-11-03 18:18:37,477 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 637.28}
2024-11-03 18:18:42,490 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 243.1}
2024-11-03 18:18:47,503 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 568.03}
2024-11-03 18:18:52,520 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 833.87}
2024-11-03 18:18:57,536 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 475.4}
2024-11-03 18:19:02,558 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 847.94}
2024-11-03 18:19:07,583 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 723.56}
2024-11-03 18:19:12,590 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 29.27}
2024-11-03 18:19:17,599 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 726.33}
2024-11-03 18:19:22,615 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 536.95}
2024-11-03 18:19:27,625 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 987.64}
2024-11-03 18:19:32,645 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 970.54}
2024-11-03 18:19:37,669 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 784.7}
2024-11-03 18:19:42,686 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 92.45}
2024-11-03 18:19:47,690 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 49.84}
2024-11-03 18:19:52,700 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 317.04}
2024-11-03 18:19:57,718 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 482.1}
2024-11-03 18:20:02,736 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 375.35}
2024-11-03 18:20:07,752 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 227.89}
2024-11-03 18:20:12,760 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 933.06}
2024-11-03 18:20:17,785 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 855.15}
2024-11-03 18:20:22,795 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 406.93}
2024-11-03 18:20:27,807 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 776.0}
2024-11-03 18:20:32,821 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 484.82}
2024-11-03 18:20:37,838 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 430.43}
2024-11-03 18:20:42,851 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 632.0}
2024-11-03 18:20:47,871 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 755.52}
2024-11-03 18:20:52,877 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 833.04}
2024-11-03 18:20:57,886 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 623.89}
2024-11-03 18:21:02,903 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 413.62}
2024-11-03 18:21:07,914 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 454.57}
2024-11-03 18:21:12,928 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 23.04}
2024-11-03 18:21:17,945 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 507.46}
2024-11-03 18:21:22,965 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 188.85}
2024-11-03 18:21:27,987 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 289.5}
2024-11-03 18:21:32,991 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 795.01}
2024-11-03 18:21:38,000 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 284.09}
2024-11-03 18:21:43,010 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 167.48}
2024-11-03 18:21:48,030 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 410.25}
2024-11-03 18:21:53,050 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 618.62}
2024-11-03 18:21:58,076 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 540.29}
2024-11-03 18:22:03,090 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 339.88}
2024-11-29 09:12:31,252 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 836.61}
2024-11-29 09:12:36,260 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 947.36}
2024-11-29 09:12:41,264 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 329.35}
2024-11-29 09:12:46,267 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 56.36}
2024-11-29 09:12:51,269 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 964.06}
2024-11-29 09:12:56,271 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 789.19}
2024-11-29 09:13:01,273 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 888.5}
2024-11-29 09:13:06,276 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 194.56}
2024-11-29 09:13:11,277 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 100.78}
2024-11-29 09:13:16,278 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 511.4}
2024-11-29 09:13:21,282 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 114.26}
2024-11-29 09:17:17,552 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Warning, Data: {'pressure': 287.39}
2024-11-29 09:17:22,555 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Warning, Data: {'pressure': 739.32}
2024-11-29 09:17:27,558 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Warning, Data: {'pressure': 998.31}
2024-11-29 09:17:32,568 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Warning, Data: {'pressure': 720.98}
2024-11-29 09:19:11,730 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 461.29}
2024-11-29 09:19:16,796 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 562.69}
2024-11-29 09:19:21,899 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 500.17}
2024-11-29 09:25:21,108 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 847.88}
2024-11-29 09:25:26,116 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 805.35}
2024-11-29 09:25:31,379 - Sensor_PRESS_002 - INFO - Sensor ID: PRESS_002, Sensor Type: Pressure, Status: Normal, Data: {'pressure': 347.65}
