2024-10-30 19:45:47,571 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 8.59}
2024-11-03 18:18:37,475 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 6.66}
2024-11-03 18:18:42,489 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 16.62}
2024-11-03 18:18:47,501 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 18.69}
2024-11-03 18:18:52,514 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 19.05}
2024-11-03 18:18:57,533 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 12.86}
2024-11-03 18:19:02,552 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 6.16}
2024-11-03 18:19:07,574 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 31.98}
2024-11-03 18:19:12,589 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 25.25}
2024-11-03 18:19:17,596 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 42.44}
2024-11-03 18:19:22,613 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 42.24}
2024-11-03 18:19:27,621 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 15.97}
2024-11-03 18:19:32,642 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 25.33}
2024-11-03 18:19:37,663 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 6.4}
2024-11-03 18:19:42,684 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 8.4}
2024-11-03 18:19:47,688 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 45.27}
2024-11-03 18:19:52,696 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 43.65}
2024-11-03 18:19:57,716 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 27.01}
2024-11-03 18:20:02,729 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 7.26}
2024-11-03 18:20:07,749 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 25.86}
2024-11-03 18:20:12,756 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 47.08}
2024-11-03 18:20:17,781 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 35.12}
2024-11-03 18:20:22,793 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 14.06}
2024-11-03 18:20:27,800 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 16.05}
2024-11-03 18:20:32,820 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 31.77}
2024-11-03 18:20:37,837 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 32.8}
2024-11-03 18:20:42,845 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 8.83}
2024-11-03 18:20:47,869 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 42.52}
2024-11-03 18:20:52,875 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 23.22}
2024-11-03 18:20:57,880 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 23.68}
2024-11-03 18:21:02,901 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 25.3}
2024-11-03 18:21:07,913 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 38.34}
2024-11-03 18:21:12,924 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 49.5}
2024-11-03 18:21:17,941 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 6.24}
2024-11-03 18:21:22,958 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 34.73}
2024-11-03 18:21:27,985 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 11.8}
2024-11-03 18:21:32,989 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 22.87}
2024-11-03 18:21:37,998 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 17.82}
2024-11-03 18:21:43,009 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 48.03}
2024-11-03 18:21:48,027 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 0.48}
2024-11-03 18:21:53,047 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 13.71}
2024-11-03 18:21:58,065 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 9.97}
2024-11-03 18:22:03,089 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 19.56}
2024-11-29 08:34:00,123 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Normal, Data: {'temperature': 23.87}
2024-11-29 08:34:05,127 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Normal, Data: {'temperature': 33.75}
2024-11-29 08:34:10,130 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Normal, Data: {'temperature': 1.1}
2024-11-29 08:34:15,133 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Normal, Data: {'temperature': 49.15}
2024-11-29 09:11:26,151 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Normal, Data: {'temperature': 3.64}
2024-11-29 09:11:31,154 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Normal, Data: {'temperature': 35.24}
2024-11-29 09:12:31,252 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 40.3}
2024-11-29 09:12:36,256 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 20.29}
2024-11-29 09:12:41,258 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 38.91}
2024-11-29 09:12:46,261 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 22.04}
2024-11-29 09:12:51,263 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 47.84}
2024-11-29 09:12:56,266 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 31.07}
2024-11-29 09:13:01,268 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 48.81}
2024-11-29 09:13:06,271 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 19.65}
2024-11-29 09:13:11,273 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 41.36}
2024-11-29 09:13:16,276 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 8.61}
2024-11-29 09:13:21,278 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 31.51}
2024-11-29 09:17:17,538 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 25.86}
2024-11-29 09:17:22,552 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 33.01}
2024-11-29 09:17:27,555 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 11.77}
2024-11-29 09:17:32,561 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Warning, Data: {'temperature': 34.48}
2024-11-29 09:19:11,721 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 30.49}
2024-11-29 09:19:16,764 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 23.53}
2024-11-29 09:19:21,946 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 20.99}
2024-11-29 09:25:21,099 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Normal, Data: {'temperature': 20.56}
2024-11-29 09:25:26,116 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Normal, Data: {'temperature': 3.21}
2024-11-29 09:25:31,272 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Normal, Data: {'temperature': 13.23}
2024-12-02 20:47:46,080 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 21.4}
2024-12-02 20:47:51,148 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 40.92}
2024-12-02 20:47:56,194 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 9.04}
2024-12-02 20:48:01,262 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 34.64}
2024-12-02 20:48:06,298 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 3.66}
2024-12-02 20:48:11,346 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 25.45}
2024-12-02 20:48:16,414 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 25.0}
2024-12-02 20:48:21,474 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 5.82}
2024-12-02 20:48:26,574 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 7.3}
2024-12-02 20:48:31,642 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 37.87}
2024-12-02 20:48:36,750 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 44.94}
2024-12-02 20:48:41,829 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 31.01}
2024-12-02 20:48:46,903 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 7.69}
2024-12-02 20:48:51,993 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 12.72}
2024-12-02 20:48:57,049 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 43.65}
2024-12-02 20:49:02,146 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 19.56}
2024-12-02 20:49:07,183 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 37.87}
2024-12-02 20:49:12,224 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 9.29}
2024-12-02 20:49:17,336 - Sensor_TEMP_001 - INFO - Sensor ID: TEMP_001, Sensor Type: Temperature, Status: Fault, Data: {'temperature': 43.92}
