2024-11-03 12:35:17,093 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 7.37}
2024-11-03 18:18:42,491 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 28.3}
2024-11-03 18:18:47,504 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 74.94}
2024-11-03 18:18:52,522 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 48.11}
2024-11-03 18:18:57,537 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 31.55}
2024-11-03 18:19:02,562 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 18.72}
2024-11-03 18:19:07,585 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 31.77}
2024-11-03 18:19:12,591 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 93.84}
2024-11-03 18:19:17,600 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 13.3}
2024-11-03 18:19:22,616 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 85.85}
2024-11-03 18:19:27,627 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 85.71}
2024-11-03 18:19:32,646 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 8.84}
2024-11-03 18:19:37,672 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 62.1}
2024-11-03 18:19:42,687 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 16.6}
2024-11-03 18:19:47,691 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 92.38}
2024-11-03 18:19:52,703 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 50.76}
2024-11-03 18:19:57,719 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 60.6}
2024-11-03 18:20:02,740 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 71.97}
2024-11-03 18:20:07,753 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 9.8}
2024-11-03 18:20:12,761 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 18.65}
2024-11-03 18:20:17,787 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 48.42}
2024-11-03 18:20:22,796 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 1.61}
2024-11-03 18:20:27,811 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 70.38}
2024-11-03 18:20:32,822 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 35.5}
2024-11-03 18:20:37,839 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 70.43}
2024-11-03 18:20:42,854 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 64.26}
2024-11-03 18:20:47,872 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 12.24}
2024-11-03 18:20:52,877 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 14.47}
2024-11-03 18:20:57,890 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 25.03}
2024-11-03 18:21:02,906 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 52.36}
2024-11-03 18:21:07,915 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 18.72}
2024-11-03 18:21:12,929 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 72.79}
2024-11-03 18:21:17,945 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 47.78}
2024-11-03 18:21:22,969 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 83.76}
2024-11-03 18:21:27,988 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 94.81}
2024-11-03 18:21:32,992 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 33.71}
2024-11-03 18:21:38,001 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 26.81}
2024-11-03 18:21:43,011 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 2.82}
2024-11-03 18:21:48,033 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 73.45}
2024-11-03 18:21:53,051 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 12.92}
2024-11-03 18:21:58,077 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 36.59}
2024-11-03 18:22:03,091 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 71.17}
2024-11-29 09:12:31,259 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 20.21}
2024-11-29 09:12:36,263 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 90.25}
2024-11-29 09:12:41,268 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 78.41}
2024-11-29 09:12:46,270 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 39.19}
2024-11-29 09:12:51,273 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 1.53}
2024-11-29 09:12:56,275 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 47.56}
2024-11-29 09:13:01,278 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 43.13}
2024-11-29 09:13:06,281 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 75.82}
2024-11-29 09:13:11,284 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 25.31}
2024-11-29 09:13:16,288 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 35.47}
2024-11-29 09:13:21,290 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Warning, Data: {'humidity': 1.73}
2024-11-29 09:17:17,554 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Normal, Data: {'humidity': 40.28}
2024-11-29 09:17:22,556 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Normal, Data: {'humidity': 40.11}
2024-11-29 09:17:27,564 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Normal, Data: {'humidity': 67.76}
2024-11-29 09:17:32,567 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Normal, Data: {'humidity': 85.24}
2024-11-29 09:19:11,730 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 90.51}
2024-11-29 09:19:16,748 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 49.97}
2024-11-29 09:19:21,804 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 20.87}
2024-11-29 09:25:21,114 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Normal, Data: {'humidity': 23.18}
2024-11-29 09:25:26,132 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Normal, Data: {'humidity': 48.44}
2024-11-29 09:25:31,232 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Normal, Data: {'humidity': 21.97}
2024-12-02 20:47:46,083 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 35.03}
2024-12-02 20:47:51,116 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 60.28}
2024-12-02 20:47:56,194 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 73.88}
2024-12-02 20:48:01,293 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 97.71}
2024-12-02 20:48:06,422 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 5.95}
2024-12-02 20:48:11,502 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 23.38}
2024-12-02 20:48:16,618 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 79.85}
2024-12-02 20:48:21,694 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 56.41}
2024-12-02 20:48:26,761 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 42.0}
2024-12-02 20:48:31,829 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 50.12}
2024-12-02 20:48:36,955 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 79.11}
2024-12-02 20:48:42,047 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 43.81}
2024-12-02 20:48:47,104 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 78.2}
2024-12-02 20:48:52,152 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 40.33}
2024-12-02 20:48:57,207 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 50.41}
2024-12-02 20:49:02,273 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 40.09}
2024-12-02 20:49:07,311 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 75.36}
2024-12-02 20:49:12,413 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 33.6}
2024-12-02 20:49:17,476 - Sensor_HUMID_001 - INFO - Sensor ID: HUMID_001, Sensor Type: Humidity, Status: Fault, Data: {'humidity': 36.47}
