2024-10-30 19:45:47,571 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -33.2, 'tilt_y': 61.53}
2024-11-03 18:18:57,537 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -30.14, 'tilt_y': 56.59}
2024-11-03 18:19:02,560 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -21.12, 'tilt_y': -86.85}
2024-11-03 18:19:07,584 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 44.95, 'tilt_y': 21.57}
2024-11-03 18:19:12,590 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 4.14, 'tilt_y': 68.78}
2024-11-03 18:19:17,599 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 31.35, 'tilt_y': 8.58}
2024-11-03 18:19:22,616 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -5.57, 'tilt_y': -24.57}
2024-11-03 18:19:27,627 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 43.59, 'tilt_y': 29.87}
2024-11-03 18:19:32,646 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 81.64, 'tilt_y': -43.03}
2024-11-03 18:19:37,671 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -12.95, 'tilt_y': 51.91}
2024-11-03 18:19:42,686 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -57.1, 'tilt_y': -35.78}
2024-11-03 18:19:47,690 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 13.44, 'tilt_y': -42.39}
2024-11-03 18:19:52,702 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 65.09, 'tilt_y': 26.12}
2024-11-03 18:19:57,719 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -44.76, 'tilt_y': -68.38}
2024-11-03 18:20:02,738 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 71.54, 'tilt_y': 47.12}
2024-11-03 18:20:07,752 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 36.58, 'tilt_y': -12.14}
2024-11-03 18:20:12,760 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -4.51, 'tilt_y': 31.21}
2024-11-03 18:20:17,786 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 88.04, 'tilt_y': 5.35}
2024-11-03 18:20:22,795 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 15.64, 'tilt_y': 1.27}
2024-11-03 18:20:27,809 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -30.46, 'tilt_y': 50.0}
2024-11-03 18:20:32,822 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -78.38, 'tilt_y': -12.7}
2024-11-03 18:20:37,839 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 47.47, 'tilt_y': 7.93}
2024-11-03 18:20:42,852 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 57.02, 'tilt_y': -86.02}
2024-11-03 18:20:47,872 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -61.74, 'tilt_y': -58.97}
2024-11-03 18:20:52,877 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 83.43, 'tilt_y': 67.65}
2024-11-03 18:20:57,889 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -67.32, 'tilt_y': 28.29}
2024-11-03 18:21:02,904 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 25.32, 'tilt_y': -84.21}
2024-11-03 18:21:07,915 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 75.66, 'tilt_y': 53.09}
2024-11-03 18:21:12,929 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -45.06, 'tilt_y': -58.81}
2024-11-03 18:21:17,945 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -36.16, 'tilt_y': 58.38}
2024-11-03 18:21:22,968 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -14.95, 'tilt_y': 19.76}
2024-11-03 18:21:27,988 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 29.96, 'tilt_y': -6.53}
2024-11-03 18:21:32,992 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 9.63, 'tilt_y': -35.8}
2024-11-03 18:21:38,000 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 39.71, 'tilt_y': 83.33}
2024-11-03 18:21:43,011 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 14.64, 'tilt_y': 68.42}
2024-11-03 18:21:48,031 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 62.16, 'tilt_y': -72.24}
2024-11-03 18:21:53,050 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 32.29, 'tilt_y': -52.75}
2024-11-03 18:21:58,077 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 33.3, 'tilt_y': -45.57}
2024-11-03 18:22:03,091 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -51.0, 'tilt_y': -55.33}
2024-11-29 09:12:31,259 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': -19.65, 'tilt_y': 5.8}
2024-11-29 09:12:36,262 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': 72.13, 'tilt_y': -74.83}
2024-11-29 09:12:41,266 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': -34.67, 'tilt_y': 6.95}
2024-11-29 09:12:46,271 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': -33.88, 'tilt_y': -39.06}
2024-11-29 09:12:51,273 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': -63.8, 'tilt_y': 73.97}
2024-11-29 09:12:56,276 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': -9.9, 'tilt_y': -76.61}
2024-11-29 09:13:01,279 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': 11.1, 'tilt_y': -40.24}
2024-11-29 09:13:06,284 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': 46.7, 'tilt_y': 49.76}
2024-11-29 09:13:11,287 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': 80.14, 'tilt_y': 53.94}
2024-11-29 09:13:16,290 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': 11.23, 'tilt_y': -22.15}
2024-11-29 09:13:21,292 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': -45.06, 'tilt_y': -25.09}
2024-11-29 09:17:17,553 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Fault, Data: {'tilt_x': 14.66, 'tilt_y': -27.16}
2024-11-29 09:17:22,557 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Fault, Data: {'tilt_x': -22.16, 'tilt_y': -45.85}
2024-11-29 09:17:27,563 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Fault, Data: {'tilt_x': 41.42, 'tilt_y': -61.17}
2024-11-29 09:17:32,569 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Fault, Data: {'tilt_x': 73.69, 'tilt_y': -31.5}
2024-11-29 09:19:11,730 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -39.15, 'tilt_y': 65.14}
2024-11-29 09:19:16,748 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 68.48, 'tilt_y': -81.61}
2024-11-29 09:19:21,867 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -16.61, 'tilt_y': -36.57}
2024-11-29 09:25:21,112 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': -5.15, 'tilt_y': -43.44}
2024-11-29 09:25:26,116 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': 59.49, 'tilt_y': -77.46}
2024-11-29 09:25:31,197 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Normal, Data: {'tilt_x': 75.11, 'tilt_y': 34.17}
2024-12-02 20:47:46,082 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 80.66, 'tilt_y': -76.2}
2024-12-02 20:47:51,101 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 70.46, 'tilt_y': -48.43}
2024-12-02 20:47:56,163 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 75.22, 'tilt_y': 7.36}
2024-12-02 20:48:01,246 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -36.36, 'tilt_y': 75.52}
2024-12-02 20:48:06,313 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -27.05, 'tilt_y': -38.67}
2024-12-02 20:48:11,455 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -19.32, 'tilt_y': -76.7}
2024-12-02 20:48:16,461 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -79.62, 'tilt_y': 4.46}
2024-12-02 20:48:21,600 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -27.12, 'tilt_y': 67.69}
2024-12-02 20:48:26,652 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -26.34, 'tilt_y': 75.59}
2024-12-02 20:48:31,782 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -11.92, 'tilt_y': 70.04}
2024-12-02 20:48:36,891 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 48.59, 'tilt_y': -11.3}
2024-12-02 20:48:41,952 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -73.45, 'tilt_y': 62.14}
2024-12-02 20:48:47,056 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 50.63, 'tilt_y': 54.67}
2024-12-02 20:48:52,137 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -52.5, 'tilt_y': -0.3}
2024-12-02 20:48:57,176 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 20.25, 'tilt_y': -38.27}
2024-12-02 20:49:02,257 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': 11.45, 'tilt_y': 15.83}
2024-12-02 20:49:07,311 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -21.04, 'tilt_y': 64.14}
2024-12-02 20:49:12,382 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -59.98, 'tilt_y': 33.62}
2024-12-02 20:49:17,445 - Sensor_TILT_001 - INFO - Sensor ID: TILT_001, Sensor Type: Tilt, Status: Warning, Data: {'tilt_x': -67.43, 'tilt_y': 24.72}
